Site Name ,AZ3
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,6366


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,18/08/2022 , 12:45:00,1093,1093
2,18/08/2022 , 13:00:00,2105,2105
3,18/08/2022 , 13:15:00,1265,1265
4,18/08/2022 , 13:30:00,673,673
5,18/08/2022 , 13:45:00,782,782
6,18/08/2022 , 14:00:00,1105,1105
7,18/08/2022 , 14:15:00,866,866
8,18/08/2022 , 14:30:00,2824,2824
9,18/08/2022 , 14:45:00,1453,1453
10,18/08/2022 , 15:00:00,808,808
11,18/08/2022 , 15:15:00,618,618
12,18/08/2022 , 15:30:00,680,680
13,18/08/2022 , 15:45:00,1020,1020
14,18/08/2022 , 16:00:00,547,547
15,18/08/2022 , 16:15:00,905,905
16,18/08/2022 , 16:30:00,1255,1255
17,18/08/2022 , 16:45:00,899,899
18,18/08/2022 , 17:00:00,404,404
19,18/08/2022 , 17:15:00,472,472
20,18/08/2022 , 17:30:00,494,494
21,18/08/2022 , 17:45:00,800,800
22,18/08/2022 , 18:00:00,1049,1049
23,18/08/2022 , 18:15:00,877,877
24,18/08/2022 , 18:30:00,700,700
25,18/08/2022 , 18:45:00,747,747
26,18/08/2022 , 19:00:00,298,298
27,18/08/2022 , 19:15:00,158,158
28,18/08/2022 , 19:30:00,208,208
29,18/08/2022 , 19:45:00,131,131
30,18/08/2022 , 20:00:00,45,45
31,18/08/2022 , 20:15:00,52,52
32,18/08/2022 , 20:30:00,64,64
33,18/08/2022 , 20:45:00,61,61
34,18/08/2022 , 21:00:00,49,49
35,18/08/2022 , 21:15:00,36,36
36,18/08/2022 , 21:30:00,24,24
37,18/08/2022 , 21:45:00,18,18
38,18/08/2022 , 22:00:00,10,10
39,18/08/2022 , 22:15:00,4,4
40,18/08/2022 , 22:30:00,1,1
41,18/08/2022 , 22:45:00,0,0
42,18/08/2022 , 23:00:00,0,0
43,18/08/2022 , 23:15:00,0,0
44,18/08/2022 , 23:30:00,0,0
45,18/08/2022 , 23:45:00,0,0
46,18/08/2022 , 24:00:00,0,0
47,19/08/2022 , 00:15:00,0,0
48,19/08/2022 , 00:30:00,0,0
49,19/08/2022 , 00:45:00,0,0
50,19/08/2022 , 01:00:00,0,0
51,19/08/2022 , 01:15:00,0,0
52,19/08/2022 , 01:30:00,0,0
53,19/08/2022 , 01:45:00,0,0
54,19/08/2022 , 02:00:00,0,0
55,19/08/2022 , 02:15:00,0,0
56,19/08/2022 , 02:30:00,0,0
57,19/08/2022 , 02:45:00,0,0
58,19/08/2022 , 03:00:00,0,0
59,19/08/2022 , 03:15:00,0,0
60,19/08/2022 , 03:30:00,0,0
61,19/08/2022 , 03:45:00,0,0
62,19/08/2022 , 04:00:00,0,0
63,19/08/2022 , 04:15:00,0,0
64,19/08/2022 , 04:30:00,0,0
65,19/08/2022 , 04:45:00,0,0
66,19/08/2022 , 05:00:00,0,0
67,19/08/2022 , 05:15:00,0,0
68,19/08/2022 , 05:30:00,1,1
69,19/08/2022 , 05:45:00,3,3
70,19/08/2022 , 06:00:00,8,8
71,19/08/2022 , 06:15:00,10,10
72,19/08/2022 , 06:30:00,12,12
73,19/08/2022 , 06:45:00,21,21
74,19/08/2022 , 07:00:00,23,23
75,19/08/2022 , 07:15:00,36,36
76,19/08/2022 , 07:30:00,88,88
77,19/08/2022 , 07:45:00,104,104
78,19/08/2022 , 08:00:00,138,138
79,19/08/2022 , 08:15:00,133,133
80,19/08/2022 , 08:30:00,161,161
81,19/08/2022 , 08:45:00,154,154
82,19/08/2022 , 09:00:00,291,291
83,19/08/2022 , 09:15:00,255,255
84,19/08/2022 , 09:30:00,282,282
85,19/08/2022 , 09:45:00,491,491
86,19/08/2022 , 10:00:00,371,371
87,19/08/2022 , 10:15:00,274,274
88,19/08/2022 , 10:30:00,508,508
89,19/08/2022 , 10:45:00,576,576
90,19/08/2022 , 11:00:00,600,600
91,19/08/2022 , 11:15:00,746,746
92,19/08/2022 , 11:30:00,374,374
93,19/08/2022 , 11:45:00,224,224
94,19/08/2022 , 12:00:00,248,248
95,19/08/2022 , 12:15:00,417,417
96,19/08/2022 , 12:30:00,518,518
97,19/08/2022 , 12:45:00,878,878
98,19/08/2022 , 13:00:00,335,335
99,19/08/2022 , 13:15:00,510,510
100,19/08/2022 , 13:30:00,1109,1109
101,19/08/2022 , 13:45:00,1001,1001
102,19/08/2022 , 14:00:00,829,829
103,19/08/2022 , 14:15:00,592,592
104,19/08/2022 , 14:30:00,942,942
105,19/08/2022 , 14:45:00,833,833
106,19/08/2022 , 15:00:00,614,614
107,19/08/2022 , 15:15:00,844,844
108,19/08/2022 , 15:30:00,677,677
109,19/08/2022 , 15:45:00,758,758
110,19/08/2022 , 16:00:00,525,525
111,19/08/2022 , 16:15:00,562,562
