Site Name ,AZ1
Site Number ,123
Logger ,Integrating Light Sensor
Logger Serial Number ,6365


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,18/08/2022 , 15:00:00,6197,6197
2,18/08/2022 , 15:15:00,6389,6389
3,18/08/2022 , 15:30:00,881,881
4,18/08/2022 , 15:45:00,2593,2593
5,18/08/2022 , 16:00:00,1406,1406
6,18/08/2022 , 16:15:00,1574,1574
7,18/08/2022 , 16:30:00,1197,1197
8,18/08/2022 , 16:45:00,1166,1166
9,18/08/2022 , 17:00:00,786,786
10,18/08/2022 , 17:15:00,975,975
11,18/08/2022 , 17:30:00,912,912
12,18/08/2022 , 17:45:00,1174,1174
13,18/08/2022 , 18:00:00,958,958
14,18/08/2022 , 18:15:00,1034,1034
15,18/08/2022 , 18:30:00,842,842
16,18/08/2022 , 18:45:00,969,969
17,18/08/2022 , 19:00:00,593,593
18,18/08/2022 , 19:15:00,342,342
19,18/08/2022 , 19:30:00,418,418
20,18/08/2022 , 19:45:00,277,277
21,18/08/2022 , 20:00:00,103,103
22,18/08/2022 , 20:15:00,101,101
23,18/08/2022 , 20:30:00,128,128
24,18/08/2022 , 20:45:00,122,122
25,18/08/2022 , 21:00:00,113,113
26,18/08/2022 , 21:15:00,88,88
27,18/08/2022 , 21:30:00,55,55
28,18/08/2022 , 21:45:00,35,35
29,18/08/2022 , 22:00:00,20,20
30,18/08/2022 , 22:15:00,8,8
31,18/08/2022 , 22:30:00,2,2
32,18/08/2022 , 22:45:00,1,1
33,18/08/2022 , 23:00:00,0,0
34,18/08/2022 , 23:15:00,0,0
35,18/08/2022 , 23:30:00,0,0
36,18/08/2022 , 23:45:00,0,0
37,18/08/2022 , 24:00:00,0,0
38,19/08/2022 , 00:15:00,0,0
39,19/08/2022 , 00:30:00,0,0
40,19/08/2022 , 00:45:00,0,0
41,19/08/2022 , 01:00:00,0,0
42,19/08/2022 , 01:15:00,0,0
43,19/08/2022 , 01:30:00,0,0
44,19/08/2022 , 01:45:00,0,0
45,19/08/2022 , 02:00:00,0,0
46,19/08/2022 , 02:15:00,0,0
47,19/08/2022 , 02:30:00,0,0
48,19/08/2022 , 02:45:00,0,0
49,19/08/2022 , 03:00:00,0,0
50,19/08/2022 , 03:15:00,0,0
51,19/08/2022 , 03:30:00,0,0
52,19/08/2022 , 03:45:00,0,0
53,19/08/2022 , 04:00:00,0,0
54,19/08/2022 , 04:15:00,0,0
55,19/08/2022 , 04:30:00,0,0
56,19/08/2022 , 04:45:00,0,0
57,19/08/2022 , 05:00:00,0,0
58,19/08/2022 , 05:15:00,0,0
59,19/08/2022 , 05:30:00,2,2
60,19/08/2022 , 05:45:00,8,8
61,19/08/2022 , 06:00:00,16,16
62,19/08/2022 , 06:15:00,22,22
63,19/08/2022 , 06:30:00,25,25
64,19/08/2022 , 06:45:00,40,40
65,19/08/2022 , 07:00:00,58,58
66,19/08/2022 , 07:15:00,69,69
67,19/08/2022 , 07:30:00,176,176
68,19/08/2022 , 07:45:00,234,234
69,19/08/2022 , 08:00:00,270,270
70,19/08/2022 , 08:15:00,277,277
71,19/08/2022 , 08:30:00,360,360
72,19/08/2022 , 08:45:00,352,352
73,19/08/2022 , 09:00:00,603,603
74,19/08/2022 , 09:15:00,574,574
75,19/08/2022 , 09:30:00,722,722
76,19/08/2022 , 09:45:00,1159,1159
77,19/08/2022 , 10:00:00,828,828
78,19/08/2022 , 10:15:00,553,553
79,19/08/2022 , 10:30:00,1083,1083
80,19/08/2022 , 10:45:00,1656,1656
81,19/08/2022 , 11:00:00,1935,1935
82,19/08/2022 , 11:15:00,1111,1111
83,19/08/2022 , 11:30:00,774,774
84,19/08/2022 , 11:45:00,519,519
85,19/08/2022 , 12:00:00,534,534
86,19/08/2022 , 12:15:00,655,655
87,19/08/2022 , 12:30:00,1009,1009
88,19/08/2022 , 12:45:00,1364,1364
89,19/08/2022 , 13:00:00,1005,1005
90,19/08/2022 , 13:15:00,880,880
91,19/08/2022 , 13:30:00,3036,3036
92,19/08/2022 , 13:45:00,8143,8143
93,19/08/2022 , 14:00:00,2720,2720
94,19/08/2022 , 14:15:00,1605,1605
95,19/08/2022 , 14:30:00,1195,1195
96,19/08/2022 , 14:45:00,1358,1358
97,19/08/2022 , 15:00:00,6119,6119
98,19/08/2022 , 15:15:00,13359,13359
99,19/08/2022 , 15:30:00,14313,14313
100,19/08/2022 , 15:45:00,10322,10322
101,19/08/2022 , 16:00:00,723,723
102,19/08/2022 , 16:15:00,608,608
103,19/08/2022 , 16:30:00,627,627
104,19/08/2022 , 16:45:00,582,582
105,19/08/2022 , 17:00:00,435,435
106,19/08/2022 , 17:15:00,434,434
107,19/08/2022 , 17:30:00,397,397
108,19/08/2022 , 17:45:00,403,403
109,19/08/2022 , 18:00:00,338,338
110,19/08/2022 , 18:15:00,389,389
