Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,05/05/2022 , 14:36:58,0,0
2,05/05/2022 , 14:51:58,0,0
3,05/05/2022 , 15:06:58,0,0
4,05/05/2022 , 15:21:58,0,0
5,05/05/2022 , 15:36:58,0,0
6,05/05/2022 , 15:51:58,0,0
7,05/05/2022 , 16:06:58,0,0
8,05/05/2022 , 16:21:58,0,0
9,05/05/2022 , 16:36:58,0,0
10,05/05/2022 , 16:51:58,0,0
11,05/05/2022 , 17:06:58,0,0
12,05/05/2022 , 17:21:58,0,0
13,05/05/2022 , 17:36:58,0,0
14,05/05/2022 , 17:51:58,0,0
15,05/05/2022 , 18:06:58,0,0
16,05/05/2022 , 18:21:58,0,0
17,05/05/2022 , 18:36:58,0,0
18,05/05/2022 , 18:51:58,0,0
19,05/05/2022 , 19:06:58,0,0
20,05/05/2022 , 19:21:58,0,0
21,05/05/2022 , 19:36:58,0,0
22,05/05/2022 , 19:51:58,0,0
23,05/05/2022 , 20:06:58,0,0
24,05/05/2022 , 20:21:58,0,0
25,05/05/2022 , 20:36:58,0,0
26,05/05/2022 , 20:51:58,0,0
27,05/05/2022 , 21:06:58,0,0
28,05/05/2022 , 21:21:58,0,0
29,05/05/2022 , 21:36:58,0,0
30,05/05/2022 , 21:51:58,0,0
31,05/05/2022 , 22:06:58,0,0
32,05/05/2022 , 22:21:58,0,0
33,05/05/2022 , 22:36:58,0,0
34,05/05/2022 , 22:51:58,0,0
35,05/05/2022 , 23:06:58,0,0
36,05/05/2022 , 23:21:58,0,0
37,05/05/2022 , 23:36:58,0,0
38,05/05/2022 , 23:51:58,0,0
39,06/05/2022 , 00:06:58,0,0
40,06/05/2022 , 00:21:58,0,0
41,06/05/2022 , 00:36:58,0,0
42,06/05/2022 , 00:51:58,0,0
43,06/05/2022 , 01:06:58,0,0
44,06/05/2022 , 01:21:58,0,0
45,06/05/2022 , 01:36:58,0,0
46,06/05/2022 , 01:51:58,0,0
47,06/05/2022 , 02:06:58,0,0
48,06/05/2022 , 02:21:58,0,0
49,06/05/2022 , 02:36:58,0,0
50,06/05/2022 , 02:51:58,0,0
51,06/05/2022 , 03:06:58,0,0
52,06/05/2022 , 03:21:58,0,0
53,06/05/2022 , 03:36:58,0,0
54,06/05/2022 , 03:51:58,0,0
55,06/05/2022 , 04:06:58,0,0
56,06/05/2022 , 04:21:58,0,0
57,06/05/2022 , 04:36:58,0,0
58,06/05/2022 , 04:51:58,0,0
59,06/05/2022 , 05:06:58,0,0
60,06/05/2022 , 05:21:58,0,0
61,06/05/2022 , 05:36:58,0,0
62,06/05/2022 , 05:51:58,0,0
63,06/05/2022 , 06:06:58,0,0
64,06/05/2022 , 06:21:58,0,0
65,06/05/2022 , 06:36:58,0,0
66,06/05/2022 , 06:51:58,0,0
67,06/05/2022 , 07:06:58,0,0
68,06/05/2022 , 07:21:58,0,0
69,06/05/2022 , 07:36:58,0,0
70,06/05/2022 , 07:51:58,0,0
71,06/05/2022 , 08:06:58,0,0
72,06/05/2022 , 08:21:58,0,0
73,06/05/2022 , 08:36:58,0,0
74,06/05/2022 , 08:51:58,0,0
75,06/05/2022 , 09:06:58,0,0
76,06/05/2022 , 09:21:58,0,0
77,06/05/2022 , 09:36:58,0,0
78,06/05/2022 , 09:51:58,0,0
79,06/05/2022 , 10:06:58,0,0
80,06/05/2022 , 10:21:58,0,0
81,06/05/2022 , 10:36:58,0,0
82,06/05/2022 , 10:51:58,0,0
83,06/05/2022 , 11:06:58,0,0
84,06/05/2022 , 11:21:58,0,0
85,06/05/2022 , 11:36:58,0,0
86,06/05/2022 , 11:51:58,0,0
87,06/05/2022 , 12:06:58,0,0
88,06/05/2022 , 12:21:58,0,0
89,06/05/2022 , 12:36:58,0,0
90,06/05/2022 , 12:51:58,0,0
91,06/05/2022 , 13:06:58,0,0
92,06/05/2022 , 13:21:58,0,0
93,06/05/2022 , 13:36:58,0,0
94,06/05/2022 , 13:51:58,0,0
95,06/05/2022 , 14:06:58,0,0
96,06/05/2022 , 14:21:58,0,0
97,06/05/2022 , 14:36:58,0,0
98,06/05/2022 , 14:51:58,0,0
99,06/05/2022 , 15:06:58,0,0
100,06/05/2022 , 15:21:58,0,0
101,06/05/2022 , 15:36:58,0,0
102,06/05/2022 , 15:51:58,0,0
103,06/05/2022 , 16:06:58,0,0
104,06/05/2022 , 16:21:58,0,0
105,06/05/2022 , 16:36:58,0,0
106,06/05/2022 , 16:51:58,0,0
107,06/05/2022 , 17:06:58,0,0
108,06/05/2022 , 17:21:58,0,0
109,06/05/2022 , 17:36:58,0,0
110,06/05/2022 , 17:51:58,0,0
111,06/05/2022 , 18:06:58,0,0
112,06/05/2022 , 18:21:58,0,0
